ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
214585_s_at	0.205909	4.84e-02	2.27	-4.35174	0.20762034	VPS52	VPS52, GARP complex subunit
221691_x_at	0.205909	4.84e-02	-2.27	-4.35174	-0.21836159	NPM1	nucleophosmin
201667_at	0.205909	4.84e-02	-2.27	-4.3519	-0.33206393	GJA1	gap junction protein alpha 1
207588_at	0.205968	4.84e-02	-2.27	-4.35235	-0.15556316		
214930_at	0.206039	4.85e-02	2.27	-4.35288	0.17254146	SLITRK5	SLIT and NTRK like family member 5
217004_s_at	0.206039	4.85e-02	2.27	-4.35303	0.217331	MCF2	MCF.2 cell line derived transforming sequence
215089_s_at	0.206141	4.85e-02	2.27	-4.35369	0.27498485	RBM10	RNA binding motif protein 10
216291_at	0.206159	4.85e-02	2.27	-4.35395	0.20729513	ZNF440	zinc finger protein 440
220015_at	0.206166	4.85e-02	2.27	-4.35416	0.19591751	CASZ1	castor zinc finger 1
221616_s_at	0.206207	4.86e-02	-2.27	-4.35462	-0.40397504	TAF9B	TATA-box binding protein associated factor 9b
210075_at	0.206207	4.86e-02	2.27	-4.35471	0.46199609	MARCH2	membrane associated ring-CH-type finger 2
218133_s_at	0.206298	4.86e-02	-2.26	-4.35531	-0.14708487	NIF3L1	NGG1 interacting factor 3 like 1
212689_s_at	0.206321	4.86e-02	-2.26	-4.35559	-0.39648043	KDM3A	lysine demethylase 3A
209179_s_at	0.206629	4.87e-02	2.26	-4.35723	0.25760621	MBOAT7	membrane bound O-acyltransferase domain containing 7
214720_x_at	0.206629	4.87e-02	-2.26	-4.35753	-0.49983734	SEPT10	septin 10
216946_at	0.206629	4.87e-02	2.26	-4.35755	0.15049359	HLA-DOA	major histocompatibility complex, class II, DO alpha
211432_s_at	0.206643	4.87e-02	2.26	-4.35796	0.33603437	TYRO3	TYRO3 protein tyrosine kinase
211326_x_at	0.206643	4.87e-02	-2.26	-4.35797	-0.17328766	HFE	hemochromatosis
222159_at	0.206802	4.88e-02	2.26	-4.35888	0.17573216		
213768_s_at	0.206973	4.88e-02	2.26	-4.35994	0.23375842	ASCL1	achaete-scute family bHLH transcription factor 1
201481_s_at	0.206973	4.88e-02	2.26	-4.36005	0.24698895	PYGB	phosphorylase, glycogen; brain
209260_at	0.206973	4.88e-02	2.26	-4.3602	0.23002096	SFN	stratifin
209821_at	0.207009	4.89e-02	-2.26	-4.36055	-1.13103033	IL33	interleukin 33
211296_x_at	0.207046	4.89e-02	-2.26	-4.3609	-0.13690961	UBC	ubiquitin C
212172_at	0.207224	4.89e-02	-2.26	-4.36189	-0.5098585	AK2	adenylate kinase 2
217131_at	0.207249	4.89e-02	2.26	-4.3622	0.1875106		
221529_s_at	0.207249	4.90e-02	2.26	-4.36236	0.19572866	PLVAP	plasmalemma vesicle associated protein
218187_s_at	0.207257	4.90e-02	-2.26	-4.36258	-0.25793598	C8orf33	chromosome 8 open reading frame 33
215415_s_at	0.207394	4.90e-02	-2.26	-4.36339	-0.26935774	LYST	lysosomal trafficking regulator
218251_at	0.207422	4.90e-02	2.26	-4.36369	0.33623155	MID1IP1	MID1 interacting protein 1
210740_s_at	0.207447	4.90e-02	2.26	-4.36399	0.33036291	ITPK1	inositol-tetrakisphosphate 1-kinase
212277_at	0.207473	4.91e-02	-2.26	-4.36428	-0.27247781	MTMR4	myotubularin related protein 4
209929_s_at	0.207638	4.91e-02	2.26	-4.36547	0.15886762	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
222240_s_at	0.207638	4.91e-02	2.26	-4.3655	0.45706349	ISYNA1	inositol-3-phosphate synthase 1
213159_at	0.207638	4.91e-02	-2.26	-4.36557	-0.18714109	PCNX1	pecanex homolog 1 (Drosophila)
215704_at	0.207677	4.91e-02	2.26	-4.366	1.85859884	FLG	filaggrin
213193_x_at	0.207677	4.91e-02	2.26	-4.36614	0.15230208	TRBC1	T cell receptor beta constant 1
202973_x_at	0.207677	4.92e-02	-2.26	-4.36638	-0.32519065	FAM13A	family with sequence similarity 13 member A
218399_s_at	0.207677	4.92e-02	2.26	-4.36647	0.34115288	CDCA4	cell division cycle associated 4
206798_x_at	0.207768	4.92e-02	2.26	-4.36706	0.20355085	DLEC1	deleted in lung and esophageal cancer 1
206603_at	0.207788	4.92e-02	2.26	-4.36733	0.14484655	SLC2A4	solute carrier family 2 member 4
220742_s_at	0.207831	4.92e-02	-2.26	-4.36771	-0.18286491	NGLY1	N-glycanase 1
202844_s_at	0.207903	4.93e-02	2.26	-4.36842	0.37480122	RALBP1	ralA binding protein 1
202136_at	0.207903	4.93e-02	-2.26	-4.36853	-0.15930918	ZMYND11	zinc finger MYND-type containing 11
211359_s_at	0.207903	4.93e-02	2.26	-4.36858	0.14818897	OPRM1	opioid receptor mu 1
215840_at	0.207985	4.93e-02	2.26	-4.36934	0.18338291	DNAH2	dynein axonemal heavy chain 2
209006_s_at	0.207985	4.93e-02	-2.26	-4.36944	-0.39621256	RSRP1	arginine and serine rich protein 1
217468_at	0.207985	4.93e-02	2.26	-4.36949	0.173368	CYP2D6	cytochrome P450 family 2 subfamily D member 6
220496_at	0.208312	4.94e-02	2.25	-4.37133	0.21265418	CLEC1B	C-type lectin domain family 1 member B
220855_at	0.208312	4.94e-02	-2.25	-4.37133	-0.5919532	CLTC-IT1	CLTC intronic transcript 1 (non-protein coding)
211145_x_at	0.208335	4.94e-02	2.25	-4.37161	0.17703701	IFNA21	interferon alpha 21
206396_at	0.20857	4.95e-02	-2.25	-4.37287	-0.70048527	SLC1A1	solute carrier family 1 member 1
216214_at	0.20857	4.95e-02	2.25	-4.37309	0.1668975		
206892_at	0.20857	4.95e-02	2.25	-4.37326	0.25061538	AMHR2	anti-Mullerian hormone receptor type 2
201146_at	0.20857	4.95e-02	-2.25	-4.37344	-0.26830643	NFE2L2	nuclear factor, erythroid 2 like 2
218527_at	0.20857	4.95e-02	-2.25	-4.37358	-0.16669778	APTX	aprataxin
215492_x_at	0.208617	4.96e-02	2.25	-4.37401	0.27557269	PTCRA	pre T-cell antigen receptor alpha
206775_at	0.208617	4.96e-02	2.25	-4.3743	0.25950293	CUBN	cubilin
201176_s_at	0.208617	4.96e-02	2.25	-4.37442	0.16983367	ARCN1	archain 1
219644_at	0.208617	4.96e-02	-2.25	-4.3745	-0.40097103	CEP83	centrosomal protein 83
221410_x_at	0.208806	4.96e-02	-2.25	-4.37554	-0.25517053	PCDHB3	protocadherin beta 3
200981_x_at	0.20888	4.97e-02	2.25	-4.37605	0.16769076	GNAS	GNAS complex locus
206842_at	0.209342	4.98e-02	2.25	-4.37832	0.25591105	KCND1	potassium voltage-gated channel subfamily D member 1
220702_at	0.209428	4.98e-02	-2.25	-4.37889	-0.49384077		
221851_at	0.209467	4.98e-02	2.25	-4.37924	0.3196435	DCAF15	DDB1 and CUL4 associated factor 15
203562_at	0.209473	4.98e-02	-2.25	-4.37949	-0.27636218	FEZ1	fasciculation and elongation protein zeta 1
201167_x_at	0.209473	4.99e-02	2.25	-4.37962	0.50344938	ARHGDIA	Rho GDP dissociation inhibitor alpha
219627_at	0.209526	4.99e-02	-2.25	-4.38018	-0.2288279	ZNF767P	zinc finger family member 767, pseudogene
201031_s_at	0.209526	4.99e-02	2.25	-4.38022	0.22442194	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
207252_at	0.209675	4.99e-02	2.25	-4.38112	0.14556424	INE1	inactivation escape 1 (non-protein coding)
208631_s_at	0.209675	5.00e-02	-2.25	-4.38149	-0.2619523	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
215962_at	0.209675	5.00e-02	-2.25	-4.3815	-0.15010376		
211899_s_at	0.209675	5.00e-02	2.25	-4.38161	0.2238371	TRAF4	TNF receptor associated factor 4
213816_s_at	0.209685	5.00e-02	-2.25	-4.38183	-0.29540332	MET	MET proto-oncogene, receptor tyrosine kinase
201478_s_at	0.209709	5.00e-02	-2.25	-4.38212	-0.21624317	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
207929_at	0.209787	5.00e-02	2.25	-4.38272	0.33340187	GRPR	gastrin releasing peptide receptor
219739_at	0.209787	5.00e-02	2.25	-4.38283	0.17471808	RNF186	ring finger protein 186
202172_at	0.20991	5.01e-02	-2.25	-4.38356	-0.34149759	VEZF1	vascular endothelial zinc finger 1
203319_s_at	0.209994	5.01e-02	-2.25	-4.38411	-0.30560286	ZNF148	zinc finger protein 148
201077_s_at	0.210133	5.01e-02	2.25	-4.38491	0.18067337	SNU13///ANXA2	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)///annexin A2
209206_at	0.210169	5.02e-02	2.25	-4.38536	0.23251194	LOC102724364///SEC22B	vesicle-trafficking protein SEC22b-like///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
203406_at	0.210169	5.02e-02	-2.25	-4.38543	-0.1922237	MFAP1	microfibrillar associated protein 1
218655_s_at	0.210188	5.02e-02	-2.25	-4.38596	-0.1808945	CWC25	CWC25 spliceosome associated protein homolog
209871_s_at	0.210188	5.02e-02	2.25	-4.38605	0.43981794	APBA2	amyloid beta precursor protein binding family A member 2
214255_at	0.210188	5.02e-02	2.25	-4.38605	0.62920884	ATP10A	ATPase phospholipid transporting 10A (putative)
216192_at	0.210275	5.02e-02	2.24	-4.38662	0.1612054	FABP7	fatty acid binding protein 7
218890_x_at	0.21033	5.02e-02	-2.24	-4.38704	-0.25065208	MRPL35	mitochondrial ribosomal protein L35
215741_x_at	0.210351	5.03e-02	-2.24	-4.38777	-0.22406011	AKAP8L	A-kinase anchoring protein 8 like
209516_at	0.210351	5.03e-02	2.24	-4.38782	0.32226195	SMYD5	SMYD family member 5
201876_at	0.210351	5.03e-02	-2.24	-4.38787	-0.31318217	PON2	paraoxonase 2
32137_at	0.210351	5.03e-02	2.24	-4.38814	0.22874074	JAG2	jagged 2
213963_s_at	0.210351	5.03e-02	-2.24	-4.38819	-0.47929057	SAP30	Sin3A associated protein 30
216173_at	0.210351	5.03e-02	-2.24	-4.38834	-0.81633068		
213329_at	0.210351	5.03e-02	-2.24	-4.38864	-0.36238798	SRGAP2C///SRGAP2B///SRGAP2	SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
221440_s_at	0.210351	5.03e-02	-2.24	-4.3887	-0.26618032	RBBP9	RB binding protein 9, serine hydrolase
204513_s_at	0.210351	5.03e-02	2.24	-4.38874	0.18434787	ELMO1	engulfment and cell motility 1
218565_at	0.210427	5.04e-02	-2.24	-4.38926	-0.20821313	SPOUT1	SPOUT domain containing methyltransferase 1
200946_x_at	0.210503	5.04e-02	2.24	-4.38978	0.20327452	GLUD1	glutamate dehydrogenase 1
207553_at	0.21087	5.05e-02	2.24	-4.39169	0.18546939	OPRK1	opioid receptor kappa 1
202542_s_at	0.21087	5.05e-02	-2.24	-4.39177	-0.50363153	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
207877_s_at	0.210947	5.05e-02	-2.24	-4.3923	-0.17863053	NVL	nuclear VCP-like
214433_s_at	0.211079	5.06e-02	-2.24	-4.39306	-0.62203163	SELENBP1	selenium binding protein 1
214933_at	0.21108	5.06e-02	-2.24	-4.39325	-0.52499721	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
214771_x_at	0.211124	5.06e-02	2.24	-4.39386	0.38660902	MPRIP	myosin phosphatase Rho interacting protein
221280_s_at	0.211124	5.06e-02	-2.24	-4.39388	-0.32429698	PARD3	par-3 family cell polarity regulator
206774_at	0.211124	5.06e-02	2.24	-4.39397	0.23745899	FRMPD1	FERM and PDZ domain containing 1
220215_at	0.211141	5.06e-02	2.24	-4.39423	0.2255742	ZNF669	zinc finger protein 669
218458_at	0.211141	5.06e-02	-2.24	-4.39455	-0.31817301	GMCL1	germ cell-less, spermatogenesis associated 1
205793_x_at	0.211141	5.07e-02	2.24	-4.39473	0.17149693	TNK1	tyrosine kinase non receptor 1
218139_s_at	0.211141	5.07e-02	-2.24	-4.39488	-0.27846978	AP5M1	adaptor related protein complex 5 mu 1 subunit
210850_s_at	0.211141	5.07e-02	2.24	-4.39493	0.16918294	ELK1	ELK1, ETS transcription factor
210833_at	0.211192	5.07e-02	-2.24	-4.39534	-0.17759632	PTGER3	prostaglandin E receptor 3
205480_s_at	0.211246	5.07e-02	-2.24	-4.39576	-0.24974263	UGP2	UDP-glucose pyrophosphorylase 2
221573_at	0.211435	5.08e-02	-2.24	-4.39678	-0.28563827	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
206688_s_at	0.211767	5.09e-02	2.24	-4.39857	0.18048678	CPSF4	cleavage and polyadenylation specific factor 4
210100_s_at	0.211767	5.09e-02	2.24	-4.39878	0.3568813	ABCA2	ATP binding cassette subfamily A member 2
217454_at	0.211767	5.09e-02	2.24	-4.39879	0.15767928		
216366_x_at	0.211767	5.09e-02	2.24	-4.39897	0.25857828		
215142_at	0.211801	5.09e-02	2.24	-4.3993	0.23087507	HYPM	huntingtin interacting protein M
221142_s_at	0.211812	5.09e-02	-2.24	-4.39961	-0.18058356	PECR	peroxisomal trans-2-enoyl-CoA reductase
206739_at	0.211812	5.09e-02	2.24	-4.3997	0.26591332	HOXC5	homeobox C5
220840_s_at	0.211838	5.09e-02	-2.24	-4.39999	-0.38664627	C1orf112	chromosome 1 open reading frame 112
216284_at	0.211853	5.10e-02	-2.24	-4.40048	-0.44301897		
210695_s_at	0.211853	5.10e-02	2.24	-4.40065	0.22326841	WWOX	WW domain containing oxidoreductase
203435_s_at	0.211853	5.10e-02	-2.24	-4.4007	-0.64610919	MME	membrane metallo-endopeptidase
205246_at	0.211853	5.10e-02	2.24	-4.40076	0.32993055	PEX13	peroxisomal biogenesis factor 13
215984_s_at	0.211935	5.10e-02	-2.24	-4.4013	-0.2379753	ARFRP1	ADP ribosylation factor related protein 1
218876_at	0.211968	5.10e-02	2.24	-4.40163	0.15190007	TPPP3	tubulin polymerization promoting protein family member 3
213454_at	0.212018	5.11e-02	-2.24	-4.40202	-0.19053053	APITD1-CORT///APITD1	APITD1-CORT readthrough///apoptosis-inducing, TAF9-like domain 1
221581_s_at	0.21202	5.11e-02	2.24	-4.40221	0.16096833	LAT2	linker for activation of T-cells family member 2
210281_s_at	0.212037	5.11e-02	-2.23	-4.40246	-0.56501655	ZMYM2	zinc finger MYM-type containing 2
213185_at	0.212049	5.11e-02	2.23	-4.40269	0.20575294	KIAA0556	KIAA0556
204412_s_at	0.212098	5.11e-02	2.23	-4.40309	0.27022926	NEFH	neurofilament heavy polypeptide
213544_at	0.212124	5.11e-02	2.23	-4.40348	0.22427782	ING2	inhibitor of growth family member 2
202899_s_at	0.212124	5.11e-02	-2.23	-4.40355	-0.29379569	SRSF3	serine and arginine rich splicing factor 3
47069_at	0.212129	5.11e-02	2.23	-4.40375	0.43029985	PRR5	proline rich 5
220052_s_at	0.212208	5.12e-02	-2.23	-4.40428	-0.18093967	TINF2	TERF1 interacting nuclear factor 2
212602_at	0.212316	5.12e-02	-2.23	-4.40494	-0.37033444	WDFY3	WD repeat and FYVE domain containing 3
206122_at	0.212351	5.12e-02	2.23	-4.40532	0.19387918	SOX15	SRY-box 15
217601_at	0.212351	5.12e-02	-2.23	-4.40544	-0.21379536	NUP188	nucleoporin 188
214422_at	0.212358	5.13e-02	-2.23	-4.4057	-0.7859857	RAD23B	RAD23 homolog B, nucleotide excision repair protein
215269_at	0.212358	5.13e-02	-2.23	-4.40583	-0.6242408	TRAPPC10	trafficking protein particle complex 10
213994_s_at	0.212455	5.13e-02	-2.23	-4.40643	-2.37346597	SPON1	spondin 1
219946_x_at	0.21246	5.13e-02	2.23	-4.40673	0.29937793	MYH14	myosin, heavy chain 14, non-muscle
214128_at	0.21246	5.13e-02	2.23	-4.40681	0.24017483	DAGLA	diacylglycerol lipase alpha
204055_s_at	0.212783	5.14e-02	-2.23	-4.40842	-0.29610026	CTAGE5	CTAGE family member 5, ER export factor
222090_at	0.212797	5.14e-02	2.23	-4.40883	0.21404386	NDUFB2-AS1	NDUFB2 antisense RNA 1
209581_at	0.212797	5.14e-02	-2.23	-4.40901	-0.75176747	PLA2G16	phospholipase A2 group XVI
217449_at	0.212797	5.14e-02	2.23	-4.40904	0.17881847		
212470_at	0.212797	5.14e-02	-2.23	-4.40918	-0.22403738	SPAG9	sperm associated antigen 9
206953_s_at	0.212885	5.15e-02	2.23	-4.40975	1.42930384	ADGRL2	adhesion G protein-coupled receptor L2
201659_s_at	0.212885	5.15e-02	-2.23	-4.41009	-0.25200703	ARL1	ADP ribosylation factor like GTPase 1
218459_at	0.212885	5.15e-02	-2.23	-4.4101	-0.34500372	TOR3A	torsin family 3 member A
200982_s_at	0.212915	5.15e-02	2.23	-4.4104	0.32646243	ANXA6	annexin A6
216847_at	0.21333	5.16e-02	-2.23	-4.41261	-0.28633902		
221861_at	0.21333	5.16e-02	2.23	-4.41284	0.30666667	ARRB1	arrestin beta 1
221740_x_at	0.21333	5.16e-02	-2.23	-4.41302	-0.22725795	LRRC37A2	leucine rich repeat containing 37 member A2
216344_at	0.21333	5.16e-02	2.23	-4.41303	0.17694455	NPHP4	nephronophthisis 4
200994_at	0.21333	5.17e-02	2.23	-4.41312	0.26870925	IPO7	importin 7
221106_at	0.213407	5.17e-02	2.23	-4.41374	0.16051318	SLC22A17	solute carrier family 22 member 17
213445_at	0.213407	5.17e-02	2.23	-4.41381	0.29179023	ZC3H3	zinc finger CCCH-type containing 3
203292_s_at	0.213453	5.17e-02	-2.23	-4.41433	-0.15229867	VPS11	VPS11, CORVET/HOPS core subunit
214982_at	0.213453	5.17e-02	-2.23	-4.41447	-0.31157612	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
216765_at	0.213453	5.17e-02	-2.23	-4.41456	-0.4477018	MAP2K5	mitogen-activated protein kinase kinase 5
213517_at	0.213453	5.17e-02	2.23	-4.41471	0.46258388	PCBP2	poly(rC) binding protein 2
217422_s_at	0.213638	5.18e-02	2.23	-4.41587	0.16012782	CD22	CD22 molecule
213814_s_at	0.213638	5.18e-02	2.23	-4.41595	0.15432901	SNTB2	syntrophin beta 2
203647_s_at	0.213638	5.18e-02	-2.23	-4.41605	-0.23189734	FDX1	ferredoxin 1
221757_at	0.213673	5.18e-02	-2.23	-4.41638	-0.36264364	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
221129_at	0.213686	5.19e-02	2.23	-4.41675	0.14663022	FAM215A	family with sequence similarity 215 member A (non-protein coding)
205322_s_at	0.213686	5.19e-02	2.23	-4.41689	0.16667837	MTF1	metal regulatory transcription factor 1
220492_s_at	0.213686	5.19e-02	2.23	-4.41714	0.24493425	OTOF	otoferlin
203131_at	0.213686	5.19e-02	-2.23	-4.41714	-0.37000757	PDGFRA	platelet derived growth factor receptor alpha
216221_s_at	0.213752	5.19e-02	-2.23	-4.4176	-0.16845708	PUM2	pumilio RNA binding family member 2
215114_at	0.213913	5.19e-02	-2.22	-4.41849	-0.38411248	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
201178_at	0.21393	5.20e-02	2.22	-4.41874	0.13523271	FBXO7	F-box protein 7
205129_at	0.213956	5.20e-02	2.22	-4.41902	0.2641767	NPM3	nucleophosmin/nucleoplasmin 3
221103_s_at	0.214039	5.20e-02	-2.22	-4.41984	-0.49652727	CFAP44	cilia and flagella associated protein 44
208466_at	0.214039	5.20e-02	2.22	-4.4199	0.18063545	RAB3D	RAB3D, member RAS oncogene family
216913_s_at	0.214039	5.20e-02	2.22	-4.41991	0.20732558	RRP12	ribosomal RNA processing 12 homolog
212063_at	0.214178	5.21e-02	-2.22	-4.4207	-0.33208776	CD44	CD44 molecule (Indian blood group)
220064_at	0.214343	5.21e-02	-2.22	-4.42177	-0.39054315	LOC100506124///TTC21B	uncharacterized LOC100506124///tetratricopeptide repeat domain 21B
209022_at	0.214343	5.21e-02	-2.22	-4.4218	-0.24913809	STAG2	stromal antigen 2
212898_at	0.214343	5.21e-02	2.22	-4.42195	0.20216422	TTI1	TELO2 interacting protein 1
209288_s_at	0.214552	5.22e-02	2.22	-4.4233	0.38739525	CDC42EP3	CDC42 effector protein 3
212250_at	0.214552	5.22e-02	-2.22	-4.42335	-0.23409189	MTDH	metadherin
202447_at	0.214552	5.22e-02	-2.22	-4.42339	-0.14694515	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial
203355_s_at	0.214653	5.23e-02	-2.22	-4.42401	-0.64862072	PSD3	pleckstrin and Sec7 domain containing 3
217167_x_at	0.214677	5.23e-02	-2.22	-4.42429	-0.33518337	GK	glycerol kinase
201682_at	0.214678	5.23e-02	-2.22	-4.42461	-0.20140658	PMPCB	peptidase, mitochondrial processing beta subunit
206409_at	0.214678	5.23e-02	2.22	-4.42464	0.20821468	TIAM1	T-cell lymphoma invasion and metastasis 1
217763_s_at	0.214841	5.23e-02	-2.22	-4.42566	-0.43542259	RAB31	RAB31, member RAS oncogene family
217270_s_at	0.214841	5.24e-02	2.22	-4.42594	0.26665425	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
221052_at	0.214841	5.24e-02	2.22	-4.42598	0.17856441	TDRKH	tudor and KH domain containing
212606_at	0.214841	5.24e-02	-2.22	-4.42605	-0.36108336	WDFY3	WD repeat and FYVE domain containing 3
214133_at	0.214867	5.24e-02	2.22	-4.42634	0.21879526	MUC6	mucin 6, oligomeric mucus/gel-forming
211159_s_at	0.21492	5.24e-02	-2.22	-4.42691	-0.18364554	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta
205779_at	0.21492	5.24e-02	2.22	-4.42692	0.2460925	RAMP2	receptor activity modifying protein 2
212608_s_at	0.21492	5.24e-02	-2.22	-4.42709	-0.19137989	NUDT3	nudix hydrolase 3
31845_at	0.215002	5.25e-02	2.22	-4.42776	0.23324799	ELF4	E74 like ETS transcription factor 4
209461_x_at	0.215002	5.25e-02	2.22	-4.4278	0.44645759	WDR18	WD repeat domain 18
207548_at	0.215024	5.25e-02	2.22	-4.42807	0.21421632	LOC100996542///GRM7	uncharacterized LOC100996542///glutamate metabotropic receptor 7
210061_at	0.215082	5.25e-02	-2.22	-4.4285	-0.24463614	ZNF589	zinc finger protein 589
211708_s_at	0.215305	5.26e-02	-2.22	-4.42965	-0.87924338	SCD	stearoyl-CoA desaturase
46323_at	0.215409	5.26e-02	2.22	-4.43028	0.22247309	CANT1	calcium activated nucleotidase 1
210066_s_at	0.215413	5.26e-02	2.22	-4.43047	0.15224924	AQP4	aquaporin 4
219214_s_at	0.215476	5.26e-02	2.22	-4.43092	0.18667503	NT5C	5', 3'-nucleotidase, cytosolic
204726_at	0.215581	5.27e-02	2.22	-4.43172	0.8118181	CDH13	cadherin 13
214520_at	0.215581	5.27e-02	2.22	-4.43182	0.2055683	FOXC2	forkhead box C2
213519_s_at	0.215581	5.27e-02	-2.22	-4.4321	-0.51787898	LAMA2	laminin subunit alpha 2
222194_at	0.215581	5.27e-02	2.22	-4.43212	0.18660116	FAM66D	family with sequence similarity 66 member D
202798_at	0.215581	5.27e-02	-2.22	-4.43224	-0.20926542	SEC24B	SEC24 homolog B, COPII coat complex component
211297_s_at	0.215651	5.27e-02	-2.22	-4.43288	-0.25395662	CDK7	cyclin dependent kinase 7
207521_s_at	0.215651	5.27e-02	2.22	-4.4329	0.16271919	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
215132_at	0.215743	5.28e-02	2.22	-4.43348	0.22782819		
214532_x_at	0.215743	5.28e-02	2.21	-4.43379	0.18951475	POU5F1B	POU class 5 homeobox 1B
212842_x_at	0.215743	5.28e-02	-2.21	-4.43382	-0.29673135	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
209266_s_at	0.215775	5.28e-02	-2.21	-4.43413	-0.14766558	SLC39A8	solute carrier family 39 member 8
222142_at	0.215862	5.28e-02	2.21	-4.43468	0.20948378	CYLD	CYLD lysine 63 deubiquitinase
219710_at	0.215875	5.29e-02	2.21	-4.43491	0.16602983	SH3TC2	SH3 domain and tetratricopeptide repeats 2
219159_s_at	0.215994	5.29e-02	2.21	-4.4357	0.24379353	SLAMF7	SLAM family member 7
214004_s_at	0.215994	5.29e-02	2.21	-4.43578	0.34965204	VGLL4	vestigial like family member 4
213137_s_at	0.216023	5.29e-02	-2.21	-4.43633	-0.30891454	PTPN2	protein tyrosine phosphatase, non-receptor type 2
